Like Custer's bugler, you sound the charge, Remember the little big horn,
like every night, the voices in the street, lilac flower,
like last year, cherry blossoms, hides buildings,
like scattering tacks, the forecast record rainfall, on the bus's roof ,
lime quarter, an ice cube collapses, over jazz,
Lime Water, memories to be smaller, and the greatest summers,
lingering cold, the last jar of maple syrup, on the cupboard shelf,
lingering day , I study the moss, in a park bench,
lingering dusk, the silence between us, says it all,
lingering grief, calls of southbound geese, through misty rain,
lingering light, through the willows, scent of rain,
listen to the rain, next to my phone, quiet,
listening, to an incense stick , autumn draws deeper,
listening to a sermon, on Saturday night, no mention of hell,
little pawprints, in the concrete, from the lost kitten,
Little sun , through the windows, dirty,
Loaf of bread, in a puddle, bum has fishing,
Lobster top, with his eyes shaped buttons, fixed me,
locked out, I write a haiku, about daffodils,
lockerbie , the long walk from graveyard, into town,
locking it , moonlight at the back, of the mailbox,
lofty thoughts, the crowns of the redwoods, lost in the clouds,
lonely butterfly, in the quiet morning light, where are you going,
lonely Spring Saturday, I look at the graffiti, for a haiku,
long after, the witching hour, a candle flutters,
long after, the funeral service, the unspoken words,
long ago, I threw your letters away, footprints in snow,
long barge, slow on the canal, the moon,
long centipede, on the ceiling, long talks of what to do,
long cold snap , the icicle, begins to fork,
long drive home, grass poking through, fresh fallen snow,
long dry grass, bristles underfoot, iced tea,
long journey back home , a forgotten bale of hay, slowly rots away,
long lasting rain , the dog,rose petals clung,
long night, the waterfall's, icy silence,
long night of snow , bird legs before, the front door,
long rainy day , a window to the street, the setting of lights,
long trip , at the end of highway, the moon,
long winter, my wife slows her pace, to mine,
long winter night, after chapter six, the tea is cold,
looking at her, childhood photos, my girlfriend older than me,
looking at the sky, dandelions with haircuts, oh that wind that wind,
looking for fireflies, I almost miss, the dramatic night sky,
looking for something, in the bottom of a cup, the low autumn sun,
loosening, the top button of her blouse, with my eyes,
lost, on wildwood road, water lilies directionless,
lost chapel , Dried flowers path, at the foot of the Virgin,
lost friendship, a stray wisp of fog clings, to the canyon,
lost in her mind, fields of white daisies, and summer,
Lost in the hubbub, on the opposite platform, the shouting match,
loud pub music, a long silence, between the flirting couple,
lounger , snow mattress, gently background,
louver ajar, as falls slowly, the rising sun,
love letters , i rake the embers, of the fire,
lover's quarrel, the tea kettle, silenced,
low clouds, listen snow, sleepless night,
low clouds , a gull circles above, the police car light,
low mass, the old priest believes, more than he remembers,
Low squared, on the beautiful legs woman, Sudoku,
low sun, the lady in red, one high heels,
Low tide, night owls left, Chips on the carpet,
low tide, she's on seaweed, diet,
Low tide, A crab in the castle, My son,
low tide , the smell of a waffle, at the water's edge,
low tide , a shorebird's call, rises from the mud,
low tide , quartered in the fort, the corpse of a dog,
low tide , the shells of Silence, under the full moon,
lull, reading into the braille , of your goose bumps,
lullaby of rain, another pinch of saffron, in the pumpkin soup,
lulled to sleep, by gutter sounds , spring dreaming,
lunar eclipse, his eyes on her frayed, jeans front ,
lunch at the cove, the ebb and flow, of their conversation,
lunch break , the scent of apple blossoms, in the sunshine,
lunch hour, a long line of women, at the ice cream cart,
lunch hour , the automatic teller machine, eats my card,
lunchtime , a dead cicada, surrounded by ants,
lune des neiges, si froide encore, notre entente,
lupine pools, another memory stirs, my nostalgia,
mackerel sky, first gold leaves spangle, the maple,
Madison Square Park, cold wind makes it, harder to day dream,
Madison Square Park, why are bankers, looking down,
Madison Square Park, live folk music, no one wears red suspenders,
Madison Square Park, nice Spring day, no stock brokers ,
Madison square Park, I watch the moon, through an American Elm,
Maguelone in April, The young vine, is not bare,
main street, ribbons that used to be, yellow,
making a u turn, clear in the rear view mirror, autumn afternoon ,
making haiku, incision, painless,
making love, passionately all night , the sounds of traffic,
making pancakes, between whispers, morning mist,
making soup, my hands could be, my mother's hands,
mandala, monk glance, to his watch,
mandarin ducks , a silent pair on, the dinner table,
mango flavoured tea, in a silver tin , departing guests linger a while,
Manhattan afternoon haze, gay people no more, have to hide,
maple in full flame, Becoming at last, myself,
maple twig, turns lemon hue in the rain, i reply to summer mail,
marble moon, the staccato of high heels, at rush hour,
March , a broken umbrella, crosses the street,
March morning, look eastward, fukushima,
March night, listen to the rain, crashing on the tiles,
March sunrise, rays of red and gold through clouds, a fishing boat returns,
March warms up, the barmaid opens, another button on her skirt,
march warmth, the taste of curry, on his lips,
March wind, a strawberry off, from my birthday cake,
Mardi Gras , burd,brods,
market day, hot tired shoppers, wait for the free bus,
market forecast, record warmth, followed by rain,
Market Lunel, not designed panties, for the cold,
marsh wren's cry, the sun ripples onto the mud,,
Martin Luther King Day, Obama is busy, at work,
mason jar, full of dead fireflies, dark night,
masons at work, creeping along the stone wall, afternoon fog,
Mass is over , the smell of incense perfumes, chicken market,
Mass over, the rush to be first, out of the lot,
Mass Pike trafic, the bright red glare, of her lipstick,
master wind, sweeping the temple, zealously,
matin noir, et blanc de brouillard, et ces croix de bois ,
maws fecht ower the bucket, ,,
May clouds, new names and dates, in the family book,
May dawn, it's the same fog as, yesterday's dusk,
May evening, wild carrots Exceed, the horizon,
may rain , ever more sparkling, shades of green,
mayflowers, three small boys track down, terrorists,
meal of the year , crumbs, the palm of the hand,
medicine wheels, cairns of field stone appear, in the cold spring fog,
meditating, on a rainy day, new green tea,
meditating and , resplendent in sunlight, she finally swats the fly,
meditation room, books of wisdom, lean left and right,
Mekong river, the swaying of our hammocks,,
melting snow , an unfinished, haiku,
melting tar, silk cotton drifts, across the road,
Memorial Day, old enough to remember, a time between wars,
Memorial Day, a layer of dust, covers his urn,
Memorial Day, starts Iraq's, scorching Summer,
Memorial Day, year old couple rereads, The Letter,
Memorial Day, waiting for George Bush, to leave office,
Memorial Day, we try to remember, when the war began,
Memorial Day , stars obscured, by distant smoke,
Memorial Day , a shadow for each, white cross,
memories, floating in a tea cup, autumn moon,
memories, the carbon black, on the roof tiles,
memories of her, floating in a leftover, cup of tea,
Memories of You, rice field in shadows, september moon,
menopause , she even quarrels with, the autumn moon,
metal birds, fly south to the, forest fire,
meteor shower, in the cold our gasps, become visible,
meteor shower , crickets occupied, by its song,
meteor watching, a match lights up, year unknown face,
Metro Morning, this urine odor, tenacious,
mid April, the grass finally, looks like grass,
mid April, even in the shadows, the ice melts,
mid February, the first garden seeds display, at the hardware store,
mid October, the sudden thinness, of my robe,
